file,workflow,role,monthly_hours_low,monthly_hours_high,effort_steps,automated_steps,cadence_only_steps,qualitative_steps,elapsed_days_low,elapsed_days_high,per_unit_rates,live_or_dormant,dormant_capabilities
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3449,CFO,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3449,COO,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3449,Energy Manager,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3449,Real Estate,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3449,Sustainability,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3450,EPC,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3450,Energy Manager,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3450,Engineering,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3450,Facilities,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3450,Real Estate,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3451,Energy Manager,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3451,Finance,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3451,Tax,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3451,Treasury,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3452,Energy Manager,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3452,Legal,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3452,Procurement,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3452,Project Manager,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3453,EPC,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3453,Energy Manager,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3453,Procurement,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3453,Quality,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3454,DU,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3454,EPC,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3454,Energy Manager,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3454,HSE,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3454,Project Manager,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3455,Finance,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3455,Legal,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3455,Tax,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3455,Treasury,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3456,Energy Manager,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3456,Facilities,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.1-renewable-generation-investment-capex-and-project-development.md,W3456,Fixed Asset,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3457,BI,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3457,Energy Manager,0.00,0.00,0,0,2,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3457,Facilities,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3458,Analytics,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3458,Energy Manager,0.00,0.00,0,0,0,3,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3458,Facilities,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3458,Finance,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3459,Energy Manager,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3459,Facilities,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3459,HSE,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3459,O&M,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3460,Energy Manager,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3460,Finance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3460,O&M,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3460,Procurement,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3460,Vendor,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3461,EPC,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3461,Energy Manager,0.00,0.00,0,0,1,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3461,Facilities,0.00,0.00,0,0,1,2,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3461,HSE,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3461,Store Ops,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3462,Compliance,0.00,0.00,0,0,1,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3462,DU,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3462,Energy Manager,0.00,0.00,0,0,2,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3462,Legal,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3463,AP,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3463,Energy Manager,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3463,Finance,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3464,Energy Manager,0.00,0.00,0,0,0,2,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3464,Facilities,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3464,Finance,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3464,HSE,0.00,0.00,0,0,0,2,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.2-generation-operations-grid-interaction-and-net-metering.md,W3464,Insurance,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3465,Broker,0.00,0.00,0,0,0,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3465,Energy Manager,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3465,Finance,0.00,0.00,0,0,0,2,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3465,Legal,0.00,0.00,0,0,1,1,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3465,Sustainability,0.00,0.00,0,0,1,2,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3466,Assurance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3466,Energy Manager,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3466,Finance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3466,Sustainability,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3467,BI,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3467,Energy Manager,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3467,Facilities,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3467,Sustainability,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3468,CFO,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3468,Energy Manager,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3468,Finance,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3469,Energy Manager,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3469,Finance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3469,Fixed Asset,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3469,Procurement,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3470,Assurance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3470,Energy Manager,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3470,Finance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3470,Legal,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3470,Sustainability,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3471,Energy Manager,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3471,Finance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3471,Insurance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3471,Risk,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3472,CFO,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3472,CSO,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3472,ESG Manager,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3472,Energy Manager,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-108-onsite-renewable-energy-prosumer-asset-operations/PA-108.3-renewable-asset-performance-rec-and-decarbonization-analytics.md,W3472,Sustainability,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3473,CFO,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3473,COO,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3473,FP&A,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3473,Real Estate,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3473,Strategy,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3473,VP Store Operations,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3474,FP&A,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3474,Facilities,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3474,Real Estate,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3474,Regional Mgrs,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3474,VP Store Operations,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3475,Merchandising,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3475,Real Estate,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3475,Store Design,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3476,FP&A,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3476,Finance,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3476,PMO,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3476,Real Estate,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3476,Treasury,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3477,Facilities,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3477,MEP,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3477,Space Planning,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3477,Store Design,0.00,0.00,0,0,3,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3478,Category Mgr,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3478,Merch Planner,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3478,Space Planner,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3478,Store Manager,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3479,Compliance,0.00,0.00,0,0,2,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3479,Contractor,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3479,Facilities,0.00,0.00,0,0,1,0,0.0,0.0,,live,
01-model-company/workflows/VS-109-store-remodel-renovation-lifecycle-refurbishment/PA-109.1-remodel-strategy-portfolio-planning-and-scope-definition.md,W3479,LGU Specialist,0.00,0.00,0,0,1,0,0.0,0.0,,live,
